1742934512.901,20.7552,0,-0.98
1742934513.029,20.7745,0,-8.80
1742934513.158,20.7586,0,-2.93
1742934513.286,20.7627,0,-2.93
1742934513.413,20.7566,0,-10.75
1742934513.541,20.7642,0,-8.80
1742934513.669,20.7509,0,-6.84
1742934513.797,20.5346,2949,53.76
1742934513.925,20.5362,2949,42.03
1742934514.053,20.5140,2949,38.12
1742934514.197,20.5133,2949,43.99
1742934514.317,20.5129,2949,51.81
1742934514.448,20.5291,2949,51.81
1742934514.581,20.5130,2949,40.08
1742934514.703,20.5314,2949,53.76
1742934514.837,20.5130,2949,49.85
1742934514.965,20.5155,2949,51.81
1742934515.084,20.5193,2949,55.72
1742934515.220,20.5118,2949,51.81
1742934515.363,20.5198,2949,49.85
1742934515.490,20.4967,2949,53.76
1742934515.620,20.4984,2949,49.85
1742934515.747,20.4982,2949,38.12
1742934515.874,20.5027,2949,42.03
1742934516.002,20.5096,2949,43.99
1742934516.132,20.5044,2949,40.08
1742934516.259,20.4854,2949,49.85
1742934516.387,20.4910,2949,38.12
1742934516.532,20.4882,2949,53.76
1742934516.659,20.4706,2949,51.81
1742934516.783,20.4933,2949,53.76
1742934516.909,20.4764,2949,53.76
1742934517.038,20.4714,2949,53.76
1742934517.170,20.4746,2949,49.85
1742934517.299,20.4710,2949,47.90
1742934517.428,20.4690,2949,38.12
1742934517.548,20.4701,2949,53.76
1742934517.699,20.4575,2949,53.76
1742934517.827,20.4881,2949,38.12
1742934517.955,20.4672,2949,43.99
1742934518.082,20.4511,2949,42.03
1742934518.211,20.4471,2949,51.81
1742934518.323,20.4394,2949,51.81
1742934518.467,20.4568,2949,51.81
1742934518.595,20.4420,2949,51.81
1742934518.722,20.4432,2949,53.76
1742934518.864,20.4519,2949,45.94
1742934518.992,20.4503,2949,51.81
1742934519.118,20.4433,2949,42.03
1742934519.246,20.4490,2949,53.76
1742934519.373,20.4190,2949,38.12
1742934519.502,20.4467,2949,40.08
1742934519.634,20.4209,2949,40.08
1742934519.758,20.4185,2949,40.08
1742934519.904,20.4196,2949,53.76
1742934520.033,20.4161,2949,42.03
1742934520.163,20.4256,2949,51.81
1742934520.289,20.4061,2949,53.76
1742934520.418,20.4182,2949,53.76
1742934520.546,20.4219,2949,45.94
1742934520.674,20.4132,2949,42.03
1742934520.800,20.4078,2949,43.99
1742934520.930,20.4165,2949,47.90
1742934521.073,20.4028,2949,42.03
1742934521.201,20.3988,2949,40.08
1742934521.330,20.3973,2949,43.99
1742934521.457,20.4045,2949,51.81
1742934521.585,20.4003,2949,40.08
1742934521.702,20.3903,2949,45.94
1742934521.841,20.3831,2949,45.94
1742934521.969,20.3768,2949,42.03
1742934522.097,20.3928,2949,42.03
1742934522.241,20.3940,2949,49.85
1742934522.366,20.3878,2949,42.03
1742934522.496,20.3877,2949,38.12
1742934522.624,20.3716,2949,42.03
1742934522.752,20.3737,2949,51.81
1742934522.880,20.3574,2949,51.81
1742934523.004,20.3616,2949,53.76
1742934523.137,20.3776,2949,49.85
1742934523.264,20.3633,2949,42.03
1742934523.408,20.3644,2949,40.08
1742934523.536,20.3590,2949,40.08
1742934523.663,20.3584,2949,47.90
1742934523.793,20.3453,2949,53.76
1742934523.921,20.3441,2949,45.94
1742934524.047,20.3503,2949,42.03
1742934524.176,20.3487,2949,43.99
1742934524.304,20.3473,2949,49.85
1742934524.431,20.3485,2949,43.99
1742934524.576,20.3392,2949,49.85
1742934524.703,20.3441,2949,49.85
1742934524.831,20.3264,2949,53.76
1742934524.959,20.3342,2949,53.76
1742934525.087,20.3132,2949,42.03
1742934525.215,20.3378,2949,45.94
1742934525.343,20.3228,2949,51.81
1742934525.471,20.3297,2949,53.76
1742934525.615,20.3264,2949,42.03
1742934525.743,20.3192,2949,38.12
1742934525.871,20.3175,2949,43.99
1742934525.999,20.3025,2949,45.94
1742934526.127,20.3067,2949,40.08
1742934526.255,20.3153,2949,40.08
1742934526.383,20.3075,2949,38.12
1742934526.511,20.2960,2949,45.94
1742934526.638,20.2791,2949,51.81
1742934526.782,20.2971,2949,51.81
1742934526.902,20.3124,2949,36.17
1742934527.037,20.2965,2949,38.12
1742934527.166,20.2924,2949,42.03
1742934527.294,20.3125,2949,47.90
1742934527.422,20.2913,2949,49.85
1742934527.551,20.2912,2949,38.12
1742934527.677,20.2774,2949,53.76
1742934527.805,20.2903,2949,42.03
1742934527.950,20.2920,2949,49.85
1742934528.078,20.2699,2949,40.08
1742934528.206,20.2778,2949,38.12
1742934528.333,20.2802,2949,51.81
1742934528.460,20.2897,2949,47.90
1742934528.590,20.2763,2949,38.12
1742934528.718,20.2614,2949,43.99
1742934528.845,20.2767,2949,45.94
1742934528.973,20.2586,2949,42.03
1742934529.116,20.2639,2949,47.90
1742934529.245,20.2500,2949,36.17
1742934529.372,20.2707,2949,42.03
1742934529.501,20.2570,2949,49.85
1742934529.629,20.2736,2949,43.99
1742934529.757,20.2615,2949,51.81
1742934529.884,20.2519,2949,38.12
1742934530.013,20.2463,2949,38.12
1742934530.130,20.2583,2949,42.03
1742934530.283,20.2520,2949,40.08
1742934530.413,20.2425,2949,49.85
1742934530.529,20.2343,2949,51.81
1742934530.669,20.2291,2949,43.99
1742934530.796,20.2437,2949,40.08
1742934530.924,20.2364,2949,51.81
1742934531.052,20.2212,2949,40.08
1742934531.180,20.2286,2949,42.03
1742934531.324,20.2239,2949,51.81
1742934531.452,20.2088,2949,51.81
1742934531.580,20.2146,2949,47.90
1742934531.707,20.2373,2949,51.81
1742934531.836,20.2062,2949,38.12
1742934531.964,20.2180,2949,51.81
1742934532.091,20.2121,2949,45.94
1742934532.219,20.2188,2949,38.12
1742934532.347,20.2138,2949,36.17
1742934532.492,20.1930,2949,38.12
1742934532.619,20.2231,2949,51.81
1742934532.747,20.2006,2949,51.81
1742934532.875,20.1883,2949,51.81
1742934533.003,20.1981,2949,49.85
1742934533.131,20.1918,2949,42.03
1742934533.259,20.2045,2949,47.90
1742934533.383,20.1832,2949,43.99
1742934533.515,20.1997,2949,42.03
1742934533.659,20.1939,2949,53.76
1742934533.773,20.1872,2949,51.81
1742934533.905,20.1835,2949,49.85
1742934534.043,20.1865,2949,47.90
1742934534.170,20.1969,2949,42.03
1742934534.290,20.1716,2949,51.81
1742934534.424,20.1685,2949,42.03
1742934534.555,20.1718,2949,51.81
1742934534.698,20.1826,2949,51.81
1742934534.826,20.1772,2949,42.03
1742934534.954,20.1696,2949,51.81
1742934535.082,20.1674,2949,53.76
1742934535.210,20.1633,2949,49.85
1742934535.338,20.1557,2949,47.90
1742934535.459,20.1632,2949,47.90
1742934535.594,20.1578,2949,43.99
1742934535.722,20.1552,2949,51.81
1742934535.866,20.1584,2949,45.94
1742934535.994,20.1670,2949,49.85
1742934536.121,20.1443,2949,53.76
1742934536.249,20.1407,2949,45.94
1742934536.378,20.1525,2949,49.85
1742934536.506,20.1480,2949,49.85
1742934536.634,20.1269,2949,42.03
1742934536.761,20.1413,2949,51.81
1742934536.889,20.1407,2949,51.81
1742934537.020,20.1263,2949,51.81
1742934537.161,20.1113,2949,38.12
1742934537.289,20.1330,2949,51.81
1742934537.417,20.1345,2949,40.08
1742934537.545,20.1305,2949,45.94
1742934537.673,20.1372,2949,47.90
1742934537.801,20.1261,2949,45.94
1742934537.924,20.1295,2949,36.17
1742934538.056,20.1304,2949,40.08
1742934538.200,20.1155,2949,47.90
1742934538.328,20.1148,2949,43.99
1742934538.453,20.1212,2949,51.81
1742934538.585,20.1214,2949,51.81
1742934538.712,20.1094,2949,36.17
1742934538.840,20.1033,2949,38.12
1742934538.969,20.1027,2949,47.90
1742934539.087,20.1027,2949,43.99
1742934539.239,20.0897,2949,40.08
1742934539.367,20.1007,2949,43.99
1742934539.496,20.0910,2949,43.99
1742934539.623,20.0965,2949,49.85
1742934539.752,20.0896,2949,42.03
1742934539.880,20.0746,2949,42.03
1742934540.007,20.0785,2949,42.03
1742934540.136,20.0935,2949,40.08
1742934540.264,20.0791,2949,40.08
1742934540.406,20.0780,2949,40.08
1742934540.533,20.0734,2949,38.12
1742934540.658,20.0808,2949,51.81
1742934540.790,20.0797,2949,36.17
1742934540.915,20.0885,2949,45.94
1742934541.046,20.0700,2949,38.12
1742934541.168,20.0706,2949,40.08
1742934541.303,20.0702,2949,45.94
1742934541.431,20.0718,2949,42.03
1742934541.575,20.0643,2949,42.03
1742934541.701,20.0567,2949,45.94
1742934541.831,20.0691,2949,42.03
1742934541.959,20.0498,2949,36.17
1742934542.087,20.0640,2949,51.81
1742934542.214,20.0483,2949,36.17
1742934542.343,20.0575,2949,51.81
1742934542.470,20.0439,2949,43.99
1742934542.598,20.0567,2949,42.03
1742934542.742,20.0468,2949,51.81
1742934542.860,20.0587,2949,49.85
1742934542.998,20.0355,2949,42.03
1742934543.120,20.0419,2949,38.12
1742934543.255,20.0324,2949,38.12
1742934543.382,20.0350,2949,38.12
1742934543.510,20.0329,2949,38.12
1742934543.638,20.0387,2949,36.17
1742934543.766,20.0267,2949,51.81
1742934543.909,20.0395,2949,47.90
1742934544.028,20.0469,2949,36.17
1742934544.163,20.0335,2949,49.85
1742934544.290,20.0124,2949,45.94
1742934544.422,20.0211,2949,47.90
1742934544.549,20.0344,2949,43.99
1742934544.678,20.0266,2949,38.12
1742934544.805,20.0268,2949,47.90
1742934544.950,20.0288,2949,45.94
1742934545.077,20.0220,2949,40.08
1742934545.205,19.9959,2949,40.08
1742934545.333,20.0015,2949,47.90
1742934545.461,20.0117,2949,34.21
1742934545.587,20.0134,2949,45.94
1742934545.702,20.0152,2949,38.12
1742934545.843,20.0006,2949,40.08
1742934545.968,20.0039,2949,43.99
1742934546.117,19.9990,2949,40.08
1742934546.244,20.0142,2949,40.08
1742934546.373,19.9886,2949,36.17
1742934546.500,19.9995,2949,49.85
1742934546.629,20.0062,2949,36.17
1742934546.756,19.9941,2949,38.12
1742934546.884,19.9891,2949,51.81
1742934547.012,19.9880,2949,42.03
1742934547.140,19.9958,2949,38.12
1742934547.284,19.9839,2949,43.99
1742934547.412,19.9853,2949,43.99
1742934547.540,19.9687,2949,45.94
1742934547.668,19.9775,2949,38.12
1742934547.796,19.9740,2949,51.81
1742934547.924,19.9639,2949,47.90
1742934548.051,19.9774,2949,40.08
1742934548.180,19.9803,2949,49.85
1742934548.313,19.9659,2949,38.12
1742934548.449,19.9592,2949,51.81
1742934548.579,19.9654,2949,43.99
1742934548.704,19.9583,2949,47.90
1742934548.835,19.9616,2949,42.03
1742934548.959,19.9539,2949,51.81
1742934549.091,19.9633,2949,43.99
1742934549.219,19.9367,2949,40.08
1742934549.342,19.9534,2949,40.08
1742934549.489,19.9543,2949,47.90
1742934549.619,19.9562,2949,38.12
1742934549.747,19.9531,2949,45.94
1742934549.875,19.9531,2949,40.08
1742934550.002,19.9523,2949,47.90
1742934550.131,19.9357,2949,51.81
1742934550.259,19.9510,2949,51.81
1742934550.387,19.9478,2949,51.81
1742934550.512,19.9526,2949,36.17
1742934550.659,19.9274,2949,45.94
1742934550.787,19.9456,2949,49.85
1742934550.915,19.9266,2949,40.08
1742934551.043,19.9150,2949,47.90
1742934551.170,19.9142,2949,43.99
1742934551.297,19.9363,2949,47.90
1742934551.415,19.9249,2949,38.12
1742934551.548,19.9208,2949,47.90
1742934551.697,19.9175,2949,42.03
