1747755578.021,20.5893,2732,45.94
1747755579.043,20.5974,3216,49.85
1747755580.053,20.6046,3697,49.85
1747755581.058,20.6086,4101,49.85
1747755582.083,20.6106,4458,51.81
1747755583.091,20.6114,4787,63.54
1747755584.114,20.6106,5066,81.13
1747755585.124,20.6079,5290,61.58
1747755586.130,20.6051,5502,61.58
1747755587.155,20.5998,5633,83.09
1747755588.163,20.5950,5765,88.95
1747755589.170,20.5906,5896,85.04
1747755590.193,20.5843,5957,67.45
1747755591.200,20.5783,6012,90.91
1747755592.223,20.5717,6033,85.04
1747755593.231,20.5656,6050,79.18
1747755594.239,20.5598,6061,85.04
1747755595.264,20.5538,6049,85.04
1747755596.639,20.5118,31318,440.86
1747755597.694,20.3940,30760,425.22
1747755598.735,20.2690,29643,409.58
1747755599.774,20.1520,28404,401.76
1747755600.829,20.0444,27103,395.89
1747755601.870,19.9472,25801,352.88
1747755602.926,19.8585,24467,350.93
1747755603.967,19.7775,23107,313.78
1747755605.005,19.7034,21720,313.78
1747755606.060,19.6374,20358,290.32
1747755607.099,19.5795,19047,274.68
1747755608.156,19.5273,17734,243.40
1747755609.197,19.4814,16461,231.67
1747755610.235,19.4423,15254,200.39
1747755611.290,19.4086,14094,182.80
1747755612.332,19.3811,13023,186.71
1747755613.386,19.3588,12021,173.02
1747755614.426,19.3409,11088,147.61
1747755615.466,19.3268,10213,124.14
1747755616.522,19.3166,9415,112.41
1747755617.561,19.3104,8705,116.32
1747755618.601,19.3076,8079,98.73
1747755619.658,19.3071,7508,88.95
1747755620.698,19.3085,6995,94.82
1747755621.753,19.3135,6592,71.36
1747755622.792,19.3189,6215,90.91
1747755623.832,19.3259,5898,77.22
1747755624.888,19.3333,5617,57.67
1747755625.926,19.3430,5424,65.49
1747755626.982,19.3530,5268,71.36
1747755628.022,19.3633,5149,49.85
1747755629.061,19.3734,5053,49.85
1747755630.118,19.3838,4995,57.67
1747755631.156,19.3943,4973,47.90
1747755632.198,19.4050,4983,47.90
1747755633.254,19.4139,4971,51.81
1747755634.291,19.4245,5037,73.31
1747755635.348,19.4329,5067,53.76
1747755636.388,19.4416,5132,73.31
1747755637.428,19.4499,5209,59.63
1747755638.485,19.4571,5278,53.76
1747755639.524,19.4650,5389,71.36
1747755640.565,19.4720,5493,57.67
1747755641.619,19.4774,5570,61.58
1747755642.658,19.4828,5665,69.40
1747755643.714,19.4872,5745,85.04
1747755644.754,19.4914,5833,61.58
1747755645.794,19.4948,5909,87.00
1747755646.849,19.4987,6009,88.95
1747755647.890,19.5015,6087,90.91
1747755648.930,19.5037,6157,90.91
1747755649.984,19.5059,6235,69.40
1747755651.023,19.5074,6295,67.45
1747755652.080,19.5090,6365,71.36
1747755653.121,19.5103,6427,69.40
1747755654.160,19.5105,6465,79.18
1747755655.215,19.5111,6513,96.77
1747755656.254,19.5117,6561,88.95
1747755657.294,19.5118,6597,94.82
1747755658.351,19.5110,6607,81.13
1747755659.390,19.5114,6653,81.13
1747755660.446,19.5107,6663,87.00
1747755661.486,19.5107,6693,81.13
1747755662.524,19.5101,6709,100.68
1747755663.581,19.5094,6719,85.04
1747755664.620,19.5088,6729,77.22
1747755665.675,19.5095,-21757,-321.60
1747755666.716,19.5768,-22655,-347.02
1747755667.756,19.7348,-20656,-300.10
1747755668.812,19.8930,-18187,-276.64
1747755669.851,20.0314,-15845,-249.27
1747755670.905,20.1506,-13671,-200.39
1747755671.947,20.2518,-11689,-178.89
1747755672.986,20.3376,-9872,-143.69
1747755674.043,20.4108,-8180,-112.41
1747755675.082,20.4722,-6624,-106.55
1747755676.139,20.5254,-5131,-71.36
1747755677.178,20.5689,-3774,-51.81
1747755678.217,20.6055,-2494,-53.76
1747755679.274,20.6349,-1323,-34.21
1747755680.311,20.6580,-253,-0.98
1747755681.367,20.6768,755,0.98
1747755682.407,20.6884,1608,12.71
1747755683.446,20.6975,2416,40.08
1747755684.503,20.7018,3113,51.81
1747755685.543,20.7046,3776,59.63
1747755686.583,20.7028,4312,63.54
1747755687.638,20.6998,4804,77.22
1747755688.677,20.6945,5223,57.67
1747755689.733,20.6873,5570,85.04
1747755690.773,20.6784,5844,65.49
1747755691.814,20.6695,6094,85.04
1747755692.870,20.6596,6289,90.91
1747755693.909,20.6497,6455,83.09
1747755694.948,20.6380,6539,79.18
1747755696.005,20.6270,6611,100.68
1747755697.045,20.6161,6654,102.64
1747755698.084,20.6050,6661,77.22
1747755699.140,20.5951,6670,96.77
1747755700.179,20.5846,6630,87.00
1747755701.233,20.5737,6554,81.13
1747755702.274,20.5647,6501,83.09
1747755703.315,20.5561,6431,88.95
1747755704.369,20.5478,6349,96.77
1747755705.409,20.5403,6263,71.36
1747755706.449,20.5324,6148,92.86
1747755707.505,20.5259,6051,90.91
1747755708.544,20.5198,5946,67.45
1747755709.585,20.5146,5851,65.49
1747755710.640,20.5099,5756,73.31
1747755711.679,20.5065,5685,88.95
1747755712.737,20.5022,5576,79.18
1747755713.776,20.4991,5490,85.04
1747755714.815,20.4967,5417,85.04
1747755715.870,20.4939,5327,59.63
1747755716.910,20.4925,5267,79.18
1747755717.949,20.4913,5209,59.63
1747755719.006,20.4893,5123,55.72
1747755720.044,20.4890,5086,55.72
1747755721.100,20.4873,5003,73.31
1747755722.140,20.4881,4989,61.58
1747755723.179,20.4878,4944,77.22
1747755724.236,20.4878,4908,63.54
1747755725.277,20.4877,4871,63.54
1747755726.317,20.4869,4814,65.49
1747755727.371,20.4879,4806,65.49
1747755728.411,20.4895,4817,63.54
1747755729.450,20.4901,4802,75.27
1747755730.507,20.4899,4767,65.49
1747755731.546,20.4914,4782,71.36
1747755732.603,20.4919,4773,51.81
1747755733.641,20.4915,4736,69.40
1747755734.681,20.4924,4740,55.72
1747755735.736,20.4919,32767,470.19
1747755736.778,20.4088,32767,458.46
1747755737.817,20.2754,32767,474.10
1747755738.872,20.1438,31294,435.00
1747755739.912,20.0206,29510,429.13
1747755740.966,19.9098,27738,390.03
1747755742.009,19.8111,26004,368.52
1747755743.047,19.7230,24298,333.33
1747755744.104,19.6442,22614,325.51
1747755745.143,19.5746,20974,294.23
1747755746.198,19.5140,19398,282.50
1747755747.239,19.4607,17865,251.22
1747755748.279,19.4153,16413,227.76
1747755749.334,19.3763,15017,217.99
1747755750.373,19.3445,13723,196.48
1747755751.429,19.3196,12543,157.38
1747755752.469,19.3000,11444,139.78
1747755753.509,19.2839,10394,147.61
1747755754.565,19.2750,9511,126.10
1747755755.603,19.2677,8648,102.64
1747755756.660,19.2662,7936,104.59
1747755757.699,19.2665,7273,85.04
1747755758.739,19.2701,6709,79.18
1747755759.795,19.2767,6240,71.36
1747755760.834,19.2838,5807,73.31
1747755761.873,19.2939,5484,65.49
1747755762.931,19.3044,5200,53.76
1747755763.969,19.3148,4943,67.45
1747755765.026,19.3275,4787,69.40
1747755766.065,19.3403,4668,57.67
1747755767.105,19.3530,4585,51.81
1747755768.161,19.3654,4527,42.03
1747755769.200,19.3788,4538,65.49
1747755770.239,19.3904,4533,49.85
1747755771.294,19.4020,4561,49.85
1747755772.336,19.4146,4650,67.45
1747755773.390,19.4242,4691,53.76
1747755774.430,19.4359,4820,71.36
1747755775.470,19.4446,4891,57.67
1747755776.525,19.4540,5010,57.67
1747755777.565,19.4621,5117,51.81
1747755778.605,19.4703,5250,71.36
1747755779.660,19.4767,5351,63.54
1747755780.700,19.4825,5458,55.72
1747755781.757,19.4886,5586,79.18
1747755782.795,19.4937,5702,59.63
1747755783.836,19.4979,5808,67.45
1747755784.892,19.5009,5889,87.00
1747755785.932,19.5048,6008,65.49
1747755786.972,19.5065,6071,77.22
1747755788.027,19.5100,6193,67.45
1747755789.067,19.5112,6256,73.31
1747755790.122,19.5122,6318,77.22
1747755791.160,19.5132,6383,87.00
1747755792.205,19.5144,6456,83.09
1747755793.257,19.5147,6506,92.86
1747755794.296,19.5153,6564,85.04
1747755795.352,19.5146,6590,81.13
1747755796.392,19.5146,6633,79.18
1747755797.432,19.5150,6684,98.73
1747755798.488,19.5131,6671,94.82
1747755799.528,19.5132,6713,77.22
1747755800.583,19.5118,6710,90.91
1747755801.623,19.5115,6735,77.22
1747755802.663,19.5117,6771,81.13
1747755803.719,19.5100,6755,100.68
1747755804.758,19.5087,6748,96.77
1747755805.799,19.5190,-22672,-329.42
1747755806.853,19.6415,-21905,-335.29
1747755807.894,19.8040,-19582,-296.19
1747755808.948,19.9541,-17153,-247.31
1747755809.989,20.0838,-14892,-235.58
1747755811.027,20.1945,-12821,-196.48
1747755812.085,20.2890,-10907,-176.93
1747755813.124,20.3690,-9155,-128.05
