time,Temp,DAC,current 
1743190812.041,20.4155,6226,94.82
1743190812.164,20.4180,6226,96.77
1743190812.297,20.4145,6226,73.31
1743190812.425,20.4123,6226,75.27
1743190812.553,20.4112,6226,75.27
1743190812.681,20.4087,6226,75.27
1743190812.809,20.4174,6226,73.31
1743190812.937,20.4224,6226,83.09
1743190813.080,20.4031,6226,83.09
1743190813.209,20.4123,6226,83.09
1743190813.330,20.4099,6226,98.73
1743190813.465,20.4130,6226,96.77
1743190813.593,20.4095,6226,98.73
1743190813.721,20.4039,6226,75.27
1743190813.849,20.4070,6226,96.77
1743190813.977,20.4142,6226,87.00
1743190814.105,20.4055,6226,83.09
1743190814.249,20.4114,6226,96.77
1743190814.377,20.4055,6226,87.00
1743190814.505,20.4098,6226,77.22
1743190814.632,20.4044,6226,87.00
1743190814.761,20.4031,6226,96.77
1743190814.889,20.4043,6226,77.22
1743190815.016,20.4008,6226,73.31
1743190815.144,20.4025,6226,73.31
1743190815.271,20.3983,6226,83.09
1743190815.401,20.3937,6226,94.82
1743190815.544,20.3932,6226,81.13
1743190815.672,20.3978,6226,98.73
1743190815.800,20.3908,6226,81.13
1743190815.918,20.3932,6226,75.27
1743190816.056,20.4004,6226,77.22
1743190816.184,20.3943,6226,81.13
1743190816.312,20.4058,6226,75.27
1743190816.440,20.3997,6226,79.18
1743190816.568,20.4099,6226,75.27
1743190816.704,20.4010,6226,81.13
1743190816.840,20.3932,6226,75.27
1743190816.968,20.3953,6226,96.77
1743190817.096,20.3997,6226,85.04
1743190817.224,20.3934,6226,85.04
1743190817.350,20.3912,6226,79.18
1743190817.480,20.4016,6226,83.09
1743190817.608,20.3875,6226,83.09
1743190817.735,20.3945,6226,98.73
1743190817.879,20.3929,6226,94.82
1743190818.007,20.3934,6226,81.13
1743190818.126,20.3902,6226,88.95
1743190818.263,20.3924,6226,90.91
1743190818.392,20.3976,6226,100.68
1743190818.519,20.3904,6226,96.77
1743190818.647,20.3907,6226,81.13
1743190818.774,20.3996,6226,77.22
1743190818.904,20.3842,6226,75.27
1743190819.047,20.3896,6226,75.27
1743190819.175,20.3789,6226,73.31
1743190819.304,20.3911,6226,92.86
1743190819.420,20.3856,6226,98.73
1743190819.559,20.3810,6226,79.18
1743190819.688,20.3883,6226,75.27
1743190819.815,20.3784,6226,77.22
1743190819.943,20.3828,6226,83.09
1743190820.071,20.3849,6226,77.22
1743190820.215,20.3826,6226,81.13
1743190820.343,20.3859,6226,83.09
1743190820.471,20.3894,6226,83.09
1743190820.599,20.3765,6226,83.09
1743190820.727,20.3865,6226,77.22
1743190820.855,20.3817,6226,94.82
1743190820.982,20.3761,6226,96.77
1743190821.110,20.3804,6226,75.27
1743190821.237,20.3802,6226,85.04
1743190821.383,20.3742,6226,75.27
1743190821.510,20.3760,6226,77.22
1743190821.638,20.3752,6226,83.09
1743190821.767,20.3802,6226,75.27
1743190821.883,20.3842,6226,77.22
1743190822.022,20.3849,6226,94.82
1743190822.151,20.3668,6226,100.68
1743190822.278,20.3785,6226,75.27
1743190822.406,20.3736,6226,77.22
1743190822.528,20.3758,6226,98.73
1743190822.670,20.3645,6226,75.27
1743190822.806,20.3705,6226,79.18
1743190822.934,20.3705,6226,81.13
1743190823.062,20.3747,6226,94.82
1743190823.190,20.3703,6226,79.18
1743190823.307,20.3778,6226,88.95
1743190823.446,20.3790,6226,79.18
1743190823.574,20.3699,6226,83.09
1743190823.702,20.3739,6226,98.73
1743190823.846,20.3701,6226,90.91
1743190823.969,20.3755,6226,96.77
1743190824.102,20.3699,6226,100.68
1743190824.230,20.3678,6226,98.73
1743190824.358,20.3724,6226,81.13
1743190824.486,20.3683,6226,96.77
1743190824.612,20.3705,6226,85.04
1743190824.742,20.3728,6226,96.77
1743190824.869,20.3657,6226,94.82
1743190825.013,20.3766,6226,75.27
1743190825.141,20.3613,6226,75.27
1743190825.270,20.3714,6226,79.18
1743190825.397,20.3598,6226,96.77
1743190825.525,20.3653,6226,100.68
1743190825.654,20.3548,6226,92.86
1743190825.781,20.3629,6226,94.82
1743190825.909,20.3630,6226,100.68
1743190826.037,20.3595,6226,87.00
1743190826.182,20.3612,6226,98.73
1743190826.309,20.3641,6226,79.18
1743190826.436,20.3622,6226,81.13
1743190826.565,20.3629,6226,98.73
1743190826.693,20.3637,6226,77.22
1743190826.820,20.3543,6226,98.73
1743190826.948,20.3564,6226,75.27
1743190827.077,20.3529,6226,81.13
1743190827.205,20.3588,6226,83.09
1743190827.348,20.3588,6226,94.82
1743190827.477,20.3532,6226,75.27
1743190827.604,20.3601,6226,79.18
1743190827.732,20.3493,6226,75.27
1743190827.860,20.3537,6226,88.95
1743190827.988,20.3582,6226,96.77
1743190828.116,20.3486,6226,77.22
1743190828.244,20.3555,6226,87.00
1743190828.362,20.3462,6226,77.22
1743190828.516,20.3461,6226,87.00
1743190828.644,20.3486,6226,85.04
1743190828.772,20.3542,6226,73.31
1743190828.900,20.3521,6226,88.95
1743190829.028,20.3473,6226,98.73
1743190829.156,20.3447,6226,77.22
1743190829.284,20.3499,6226,81.13
1743190829.412,20.3438,6226,87.00
1743190829.540,20.3480,6226,88.95
1743190829.668,20.3491,6226,98.73
1743190829.812,20.3460,6226,83.09
1743190829.940,20.3418,6226,81.13
1743190830.068,20.3539,6226,81.13
1743190830.196,20.3376,6226,75.27
1743190830.324,20.3412,6226,77.22
1743190830.452,20.3372,6226,100.68
1743190830.580,20.3541,6226,94.82
1743190830.708,20.3487,6226,94.82
1743190830.836,20.3381,6226,96.77
1743190830.980,20.3351,6226,96.77
1743190831.107,20.3379,6226,75.27
1743190831.235,20.3501,6226,96.77
1743190831.364,20.3370,6226,77.22
1743190831.489,20.3408,6226,96.77
1743190831.619,20.3393,6226,79.18
1743190831.747,20.3385,6226,100.68
1743190831.875,20.3452,6226,83.09
1743190832.003,20.3354,6226,81.13
1743190832.143,20.3355,6226,79.18
1743190832.275,20.3474,6226,100.68
1743190832.403,20.3365,6226,92.86
1743190832.531,20.3400,6226,88.95
1743190832.659,20.3382,6226,83.09
1743190832.785,20.3344,6226,77.22
1743190832.915,20.3351,6226,92.86
1743190833.043,20.3359,6226,83.09
1743190833.170,20.3330,6226,85.04
1743190833.315,20.3392,6226,94.82
1743190833.435,20.3319,6226,75.27
1743190833.571,20.3442,6226,88.95
1743190833.699,20.3406,6226,75.27
1743190833.827,20.3424,6226,98.73
1743190833.955,20.3398,6226,90.91
1743190834.075,20.3401,6226,79.18
1743190834.210,20.3289,6226,75.27
1743190834.338,20.3307,6226,96.77
1743190834.482,20.3405,6226,75.27
1743190834.610,20.3280,6226,73.31
1743190834.738,20.3341,6226,75.27
1743190834.867,20.3260,6226,88.95
1743190834.994,20.3321,6226,85.04
1743190835.123,20.3244,6226,96.77
1743190835.250,20.3361,6226,94.82
1743190835.372,20.3300,6226,81.13
1743190835.507,20.3334,6226,77.22
1743190835.650,20.3356,6226,75.27
1743190835.778,20.3286,6226,77.22
1743190835.906,20.3260,6226,90.91
1743190836.033,20.3258,6226,85.04
1743190836.158,20.3249,6226,81.13
1743190836.290,20.3210,6226,75.27
1743190836.418,20.3303,6226,79.18
1743190836.546,20.3327,6226,77.22
1743190836.674,20.3156,6226,98.73
1743190836.818,20.3148,6226,81.13
1743190836.940,20.3176,6226,75.27
1743190837.074,20.3296,6226,88.95
1743190837.201,20.3150,6226,79.18
1743190837.330,20.3272,6226,75.27
1743190837.458,20.3264,6226,77.22
1743190837.585,20.3175,6226,96.77
1743190837.702,20.3227,6226,90.91
1743190837.841,20.3230,6226,88.95
1743190837.969,20.3150,6226,73.31
1743190838.113,20.3158,6226,88.95
1743190838.241,20.3157,6226,96.77
1743190838.368,20.3256,6226,98.73
1743190838.486,20.3264,6226,81.13
1743190838.626,20.3122,6226,83.09
1743190838.753,20.3228,6226,73.31
1743190838.881,20.3119,6226,81.13
1743190839.009,20.3152,6226,79.18
1743190839.125,20.3135,6226,90.91
1743190839.281,20.3110,6226,77.22
1743190839.409,20.3094,6226,90.91
1743190839.537,20.3073,6226,83.09
1743190839.665,20.3084,6226,100.68
1743190839.793,20.3096,6226,73.31
1743190839.921,20.3061,6226,75.27
1743190840.048,20.3101,6226,73.31
1743190840.177,20.3142,6226,94.82
1743190840.305,20.3019,6226,77.22
1743190840.448,20.3117,6226,96.77
1743190840.577,20.3137,6226,90.91
1743190840.704,20.3011,6226,81.13
1743190840.833,20.3144,6226,98.73
1743190840.960,20.3150,6226,75.27
1743190841.088,20.3052,6226,96.77
1743190841.216,20.3042,6226,79.18
1743190841.345,20.3076,6226,79.18
1743190841.472,20.3042,6226,79.18
1743190841.616,20.3143,6226,81.13
1743190841.745,20.3011,6226,81.13
1743190841.860,20.3129,6226,92.86
1743190842.000,20.3050,6226,85.04
1743190842.128,20.3051,6226,83.09
1743190842.256,20.3086,6226,75.27
1743190842.384,20.3015,6226,75.27
1743190842.500,20.2997,6226,92.86
1743190842.640,20.3036,6226,75.27
1743190842.783,20.3096,6226,81.13
1743190842.912,20.2952,6226,85.04
1743190843.039,20.2995,6226,94.82
1743190843.156,20.3032,6226,94.82
1743190843.295,20.3091,6226,75.27
1743190843.424,20.3043,6226,73.31
1743190843.551,20.2946,6226,100.68
1743190843.679,20.3068,6226,75.27
1743190843.797,20.3069,6226,87.00
1743190843.951,20.3022,6226,73.31
1743190844.079,20.2943,6226,83.09
1743190844.208,20.2922,6226,73.31
1743190844.335,20.2976,6226,75.27
1743190844.453,20.3020,6226,81.13
1743190844.591,20.3076,6226,83.09
1743190844.720,20.2924,6226,98.73
1743190844.848,20.2915,6226,94.82
1743190844.976,20.3007,6226,81.13
1743190845.117,20.2955,6226,83.09
1743190845.247,20.2959,6226,75.27
1743190845.375,20.2915,6226,75.27
1743190845.503,20.3029,6226,75.27
1743190845.631,20.2964,6226,79.18
1743190845.758,20.2915,6226,87.00
1743190845.887,20.2864,6226,94.82
1743190846.015,20.2928,6226,79.18
1743190846.143,20.2898,6226,87.00
1743190846.271,20.2834,6226,87.00
1743190846.415,20.2957,6226,75.27
1743190846.543,20.2875,6226,77.22
1743190846.671,20.2977,6226,75.27
1743190846.798,20.2893,6226,83.09
1743190846.927,20.2866,6226,79.18
1743190847.054,20.2920,6226,83.09
1743190847.181,20.2822,6226,75.27
1743190847.311,20.2892,6226,83.09
1743190847.439,20.2857,6226,94.82
1743190847.582,20.2943,6226,94.82
1743190847.710,20.2894,6226,81.13
1743190847.830,20.2858,6226,79.18
1743190847.966,20.2870,6226,75.27
1743190848.095,20.2910,6226,75.27
1743190848.222,20.2876,6226,75.27
1743190848.351,20.2848,6226,92.86
1743190848.469,20.2825,6226,96.77
1743190848.606,20.2855,6226,73.31
1743190848.750,20.2942,6226,88.95
1743190848.878,20.2935,6226,98.73
1743190849.006,20.2729,6226,85.04
1743190849.134,20.2947,6226,75.27
1743190849.262,20.2812,6226,79.18
1743190849.390,20.2769,6226,94.82
1743190849.518,20.2854,6226,94.82
1743190849.646,20.2780,6226,75.27
1743190849.774,20.2829,6226,94.82
1743190849.905,20.2853,6226,81.13
1743190850.046,20.2831,6226,81.13
1743190850.174,20.2785,6226,100.68
1743190850.301,20.2747,6226,87.00
1743190850.430,20.2738,6226,75.27
1743190850.558,20.2863,6226,98.73
1743190850.685,20.2846,6226,98.73
1743190850.813,20.2810,6226,79.18
1743190850.941,20.2723,6226,96.77
1743190851.085,20.2732,6226,96.77
1743190851.213,20.2758,6226,98.73
1743190851.341,20.2779,6226,77.22
1743190851.465,20.2773,6226,100.68
1743190851.591,20.2732,6226,79.18
1743190851.725,20.2778,6226,88.95
1743190851.853,20.2749,6226,75.27
1743190851.981,20.2790,6226,96.77
1743190852.109,20.2751,6226,98.73
1743190852.248,20.2726,6226,96.77
1743190852.376,20.2723,6226,94.82
1743190852.509,20.2690,6226,85.04
1743190852.637,20.2746,6226,75.27
1743190852.765,20.2652,6226,73.31
1743190852.893,20.2747,6226,98.73
1743190853.020,20.2704,6226,85.04
1743190853.148,20.2659,6226,92.86
1743190853.277,20.2652,6226,94.82
1743190853.420,20.2643,6226,75.27
1743190853.549,20.2621,6226,83.09
1743190853.677,20.2725,6226,75.27
1743190853.795,20.2644,6226,75.27
1743190853.923,20.2661,6226,79.18
1743190854.060,20.2646,6226,83.09
1743190854.188,20.2706,6226,73.31
1743190854.316,20.2735,6226,75.27
1743190854.444,20.2614,6226,75.27
1743190854.572,20.2637,6226,81.13
1743190854.716,20.2632,6226,94.82
1743190854.844,20.2623,6226,73.31
1743190854.972,20.2649,6226,77.22
1743190855.100,20.2629,6226,77.22
1743190855.228,20.2609,6226,73.31
1743190855.356,20.2714,6226,83.09
1743190855.484,20.2599,6226,88.95
1743190855.612,20.2693,6226,83.09
1743190855.740,20.2655,6226,90.91
1743190855.884,20.2642,6226,90.91
1743190856.006,20.2690,6226,79.18
1743190856.140,20.2699,6226,94.82
1743190856.268,20.2562,6226,88.95
1743190856.395,20.2579,6226,87.00
1743190856.523,20.2560,6226,79.18
1743190856.648,20.2552,6226,92.86
1743190856.780,20.2651,6226,75.27
1743190856.907,20.2624,6226,98.73
1743190857.051,20.2606,6226,79.18
1743190857.180,20.2538,6226,85.04
1743190857.307,20.2643,6226,79.18
1743190857.435,20.2585,6226,79.18
1743190857.563,20.2561,6226,96.77
1743190857.691,20.2651,6226,77.22
1743190857.819,20.2563,6226,96.77
1743190857.947,20.2597,6226,98.73
1743190858.075,20.2526,6226,100.68
1743190858.219,20.2483,6226,98.73
1743190858.347,20.2565,6226,98.73
1743190858.475,20.2537,6226,94.82
1743190858.603,20.2529,6226,81.13
1743190858.730,20.2526,6226,88.95
1743190858.859,20.2625,6226,92.86
1743190858.987,20.2528,6226,92.86
1743190859.115,20.2558,6226,98.73
1743190859.243,20.2594,6226,90.91
1743190859.381,20.2445,6226,85.04
1743190859.515,20.2476,6226,92.86
1743190859.643,20.2556,6226,79.18
1743190859.771,20.2541,6226,81.13
1743190859.898,20.2495,6226,77.22
1743190860.026,20.2519,6226,73.31
1743190860.154,20.2523,6226,96.77
1743190860.283,20.2548,6226,81.13
1743190860.410,20.2438,6226,81.13
1743190860.554,20.2511,6226,98.73
1743190860.683,20.2554,6226,98.73
1743190860.808,20.2424,6226,83.09
1743190860.938,20.2492,6226,87.00
1743190861.066,20.2462,6226,98.73
1743190861.194,20.2421,6226,87.00
1743190861.322,20.2397,6226,85.04
1743190861.450,20.2544,6226,75.27
1743190861.578,20.2379,6226,96.77
1743190861.722,20.2473,6226,77.22
1743190861.850,20.2398,6226,96.77
1743190861.978,20.2365,6226,94.82
1743190862.106,20.2475,6226,79.18
1743190862.234,20.2378,6226,79.18
1743190862.362,20.2480,6226,81.13
1743190862.490,20.2380,6226,94.82
1743190862.618,20.2375,6226,98.73
1743190862.746,20.2474,6226,98.73
1743190862.889,20.2335,6226,75.27
1743190863.018,20.2336,6226,83.09
1743190863.145,20.2289,6226,98.73
1743190863.273,20.2451,6226,73.31
1743190863.401,20.2314,6226,90.91
1743190863.530,20.2490,6226,79.18
1743190863.657,20.2375,6226,81.13
1743190863.785,20.2468,6226,87.00
1743190863.913,20.2354,6226,87.00
1743190864.041,20.2415,6226,75.27
1743190864.185,20.2418,6226,98.73
1743190864.312,20.2343,6226,96.77
1743190864.440,20.2410,6226,90.91
1743190864.569,20.2305,6226,92.86
1743190864.697,20.2316,6226,92.86
1743190864.825,20.2315,6226,90.91
1743190864.953,20.2402,6226,85.04
1743190865.075,20.2393,6226,98.73
1743190865.203,20.2393,6226,98.73
1743190865.353,20.2346,6226,77.22
1743190865.481,20.2399,6226,73.31
1743190865.609,20.2309,6226,75.27
1743190865.737,20.2413,6226,75.27
1743190865.865,20.2276,6226,83.09
1743190865.992,20.2332,6226,77.22
1743190866.121,20.2293,6226,90.91
1743190866.249,20.2367,6226,87.00
1743190866.377,20.2381,6226,75.27
1743190866.520,20.2260,6226,98.73
1743190866.648,20.2369,6226,77.22
1743190866.770,20.2219,6226,96.77
1743190866.904,20.2216,6226,75.27
1743190867.032,20.2218,6226,98.73
1743190867.161,20.2341,6226,81.13
1743190867.288,20.2248,6226,81.13
1743190867.416,20.2239,6226,79.18
1743190867.544,20.2368,6226,75.27
1743190867.688,20.2354,6226,98.73
1743190867.816,20.2275,6226,83.09
1743190867.944,20.2311,6226,98.73
1743190868.072,20.2343,6226,75.27
1743190868.199,20.2235,6226,81.13
1743190868.328,20.2206,6226,85.04
1743190868.455,20.2235,6226,96.77
1743190868.584,20.2273,6226,92.86
1743190868.712,20.2239,6226,98.73
1743190868.851,20.2277,6226,83.09
1743190868.983,20.2209,6226,75.27
1743190869.111,20.2203,6226,77.22
1743190869.239,20.2267,6226,79.18
1743190869.367,20.2233,6226,94.82
1743190869.495,20.2207,6226,98.73
1743190869.624,20.2137,6226,79.18
1743190869.751,20.2228,6226,98.73
1743190869.879,20.2157,6226,75.27
1743190870.023,20.2135,6226,73.31
1743190870.152,20.2116,6226,75.27
1743190870.273,20.2235,6226,94.82
1743190870.407,20.2216,6226,73.31
1743190870.535,20.2201,6226,98.73
1743190870.663,20.2171,6226,75.27
1743190870.791,20.2160,6226,98.73
1743190870.919,20.2265,6226,94.82
1743190871.047,20.2192,6226,79.18
1743190871.191,20.2218,6226,88.95
1743190871.319,20.2236,6226,73.31
1743190871.447,20.2165,6226,75.27
1743190871.574,20.2141,6226,98.73
1743190871.689,20.2158,6226,83.09
1743190871.831,20.2216,6226,79.18
1743190871.959,20.2090,6226,96.77
1743190872.086,20.2207,6226,75.27
1743190872.215,20.2169,6226,73.31
1743190872.358,20.2188,6226,98.73
1743190872.487,20.2168,6226,81.13
1743190872.614,20.2188,6226,73.31
1743190872.743,20.2106,6226,75.27
1743190872.870,20.2120,6226,81.13
1743190872.999,20.2114,6226,98.73
1743190873.126,20.2112,6226,81.13
1743190873.254,20.2060,6226,73.31
1743190873.382,20.2161,6226,79.18
1743190873.526,20.2047,6226,94.82
1743190873.654,20.2170,6226,85.04
1743190873.782,20.2176,6226,96.77
1743190873.909,20.2120,6226,90.91
1743190874.038,20.2034,6226,98.73
1743190874.166,20.2022,6226,81.13
1743190874.294,20.2133,6226,96.77
1743190874.422,20.2169,6226,94.82
1743190874.550,20.2122,6226,81.13
1743190874.694,20.2118,6226,79.18
1743190874.821,20.2159,6226,75.27
1743190874.950,20.2101,6226,75.27
1743190875.078,20.2050,6226,73.31
1743190875.206,20.2102,6226,81.13
1743190875.326,20.2100,6226,92.86
1743190875.462,20.1990,6226,77.22
1743190875.589,20.2054,6226,81.13
1743190875.717,20.1987,6226,79.18
1743190875.845,20.2076,6226,79.18
1743190875.989,20.2109,6226,77.22
1743190876.117,20.2034,6226,85.04
1743190876.245,20.2044,6226,81.13
1743190876.374,20.2076,6226,96.77
1743190876.501,20.2023,6226,85.04
1743190876.629,20.2108,6226,77.22
1743190876.757,20.2047,6226,83.09
1743190876.885,20.2036,6226,81.13
1743190877.013,20.2051,6226,81.13
1743190877.157,20.2023,6226,81.13
1743190877.285,20.1931,6226,94.82
1743190877.413,20.1932,6226,96.77
1743190877.541,20.2018,6226,98.73
1743190877.668,20.2061,6226,73.31
1743190877.797,20.2005,6226,75.27
1743190877.924,20.1942,6226,96.77
1743190878.053,20.1913,6226,94.82
1743190878.180,20.2010,6226,98.73
1743190878.319,20.2025,6226,81.13
1743190878.453,20.2010,6226,83.09
1743190878.581,20.1978,6226,77.22
1743190878.708,20.2054,6226,81.13
1743190878.836,20.1987,6226,88.95
1743190878.964,20.1925,6226,87.00
1743190879.093,20.1932,6226,75.27
1743190879.220,20.1906,6226,81.13
1743190879.348,20.1964,6226,75.27
1743190879.493,20.1998,6226,96.77
1743190879.621,20.1962,6226,87.00
1743190879.746,20.1979,6226,75.27
1743190879.876,20.1942,6226,75.27
1743190880.005,20.1921,6226,75.27
1743190880.132,20.1931,6226,75.27
1743190880.260,20.1899,6226,75.27
1743190880.388,20.2020,6226,75.27
1743190880.504,20.1892,6226,83.09
1743190880.648,20.1943,6226,87.00
1743190880.788,20.1842,6226,79.18
1743190880.916,20.1841,6226,98.73
1743190881.044,20.1846,6226,75.27
1743190881.172,20.1865,6226,85.04
1743190881.300,20.1886,6226,79.18
1743190881.425,20.1859,6226,81.13
1743190881.556,20.1924,6226,98.73
1743190881.683,20.1896,6226,92.86
1743190881.828,20.1916,6226,83.09
1743190881.956,20.1850,6226,75.27
1743190882.083,20.1850,6226,88.95
1743190882.211,20.1932,6226,81.13
1743190882.338,20.1940,6226,83.09
1743190882.467,20.1835,6226,75.27
1743190882.595,20.1826,6226,79.18
1743190882.723,20.1819,6226,88.95
1743190882.851,20.1893,6226,94.82
1743190882.995,20.1821,6226,88.95
1743190883.121,20.1863,6226,73.31
1743190883.251,20.1896,6226,79.18
1743190883.379,20.1888,6226,75.27
1743190883.507,20.1840,6226,98.73
1743190883.635,20.1835,6226,87.00
1743190883.763,20.1862,6226,81.13
1743190883.891,20.1817,6226,92.86
1743190884.018,20.1848,6226,98.73
1743190884.163,20.1909,6226,73.31
1743190884.291,20.1892,6226,81.13
1743190884.418,20.1741,6226,73.31
1743190884.546,20.1829,6226,96.77
1743190884.674,20.1886,6226,85.04
1743190884.790,20.1745,6226,75.27
1743190884.930,20.1753,6226,81.13
1743190885.059,20.1783,6226,96.77
1743190885.186,20.1718,6226,94.82
1743190885.331,20.1810,6226,92.86
1743190885.459,20.1760,6226,92.86
1743190885.585,20.1802,6226,73.31
1743190885.715,20.1779,6226,94.82
1743190885.843,20.1770,6226,88.95
1743190885.970,20.1725,6226,94.82
1743190886.099,20.1803,6226,98.73
1743190886.227,20.1843,6226,85.04
1743190886.354,20.1797,6226,81.13
1743190886.482,20.1825,6226,77.22
1743190886.626,20.1769,6226,94.82
1743190886.753,20.1795,6226,94.82
1743190886.882,20.1753,6226,75.27
1743190887.002,20.1738,6226,75.27
1743190887.138,20.1790,6226,96.77
1743190887.265,20.1754,6226,81.13
1743190887.394,20.1729,6226,75.27
1743190887.522,20.1712,6226,77.22
1743190887.650,20.1747,6226,77.22
1743190887.780,20.1750,6226,75.27
1743190887.921,20.1782,6226,94.82
1743190888.049,20.1734,6226,77.22
1743190888.178,20.1760,6226,77.22
1743190888.305,20.1705,6226,90.91
1743190888.434,20.1728,6226,88.95
1743190888.558,20.1651,6226,87.00
1743190888.689,20.1819,6226,98.73
1743190888.818,20.1638,6226,75.27
1743190888.961,20.1684,6226,83.09
1743190889.089,20.1599,6226,85.04
1743190889.218,20.1789,6226,98.73
1743190889.345,20.1767,6226,87.00
1743190889.473,20.1680,6226,77.22
1743190889.601,20.1766,6226,73.31
1743190889.728,20.1713,6226,75.27
1743190889.857,20.1656,6226,94.82
1743190889.985,20.1626,6226,98.73
1743190890.129,20.1688,6226,83.09
1743190890.257,20.1622,6226,75.27
1743190890.385,20.1696,6226,96.77
1743190890.513,20.1660,6226,73.31
1743190890.640,20.1718,6226,75.27
1743190890.769,20.1671,6226,83.09
1743190890.897,20.1709,6226,98.73
1743190891.025,20.1731,6226,79.18
1743190891.153,20.1751,6226,75.27
1743190891.297,20.1732,6226,73.31
1743190891.424,20.1711,6226,92.86
1743190891.546,20.1676,6226,79.18
1743190891.681,20.1673,6226,75.27
1743190891.808,20.1614,6226,79.18
1743190891.937,20.1677,6226,96.77
1743190892.064,20.1646,6226,79.18
1743190892.192,20.1625,6226,92.86
1743190892.316,20.1627,6226,79.18
1743190892.465,20.1617,6226,98.73
1743190892.593,20.1631,6226,92.86
1743190892.720,20.1650,6226,79.18
1743190892.848,20.1697,6226,94.82
1743190892.976,20.1693,6226,73.31
1743190893.098,20.1527,6226,77.22
1743190893.231,20.1689,6226,94.82
1743190893.360,20.1670,6226,73.31
1743190893.488,20.1560,6226,90.91
1743190893.632,20.1688,6226,73.31
1743190893.760,20.1569,6226,85.04
1743190893.888,20.1557,6226,79.18
1743190894.016,20.1595,6226,92.86
1743190894.144,20.1566,6226,98.73
1743190894.272,20.1636,6226,92.86
1743190894.399,20.1556,6226,83.09
1743190894.527,20.1572,6226,73.31
1743190894.656,20.1577,6226,73.31
1743190894.799,20.1634,6226,85.04
1743190894.927,20.1632,6226,77.22
1743190895.055,20.1489,6226,85.04
1743190895.183,20.1575,6226,92.86
1743190895.311,20.1579,6226,77.22
1743190895.439,20.1639,6226,92.86
1743190895.560,20.1644,6226,81.13
1743190895.695,20.1641,6226,81.13
1743190895.823,20.1542,6226,90.91
1743190895.967,20.1573,6226,79.18
1743190896.095,20.1599,6226,85.04
1743190896.223,20.1504,6226,98.73
1743190896.351,20.1526,6226,96.77
1743190896.478,20.1492,6226,73.31
1743190896.606,20.1512,6226,98.73
1743190896.735,20.1567,6226,94.82
1743190896.863,20.1544,6226,98.73
1743190896.990,20.1562,6226,87.00
1743190897.130,20.1537,6226,83.09
1743190897.262,20.1456,6226,79.18
1743190897.390,20.1585,6226,90.91
1743190897.518,20.1422,6226,81.13
1743190897.646,20.1435,6226,100.68
1743190897.774,20.1608,6226,79.18
1743190897.893,20.1540,6226,79.18
1743190898.030,20.1563,6226,92.86
1743190898.158,20.1466,6226,94.82
1743190898.302,20.1453,6226,98.73
1743190898.430,20.1539,6226,73.31
1743190898.558,20.1532,6226,75.27
1743190898.680,20.1528,6226,87.00
1743190898.814,20.1541,6226,83.09
1743190898.942,20.1433,6226,87.00
1743190899.070,20.1504,6226,98.73
1743190899.198,20.1441,6226,92.86
1743190899.326,20.1508,6226,94.82
1743190899.462,20.1466,6226,83.09
1743190899.598,20.1409,6226,77.22
1743190899.725,20.1479,6226,83.09
1743190899.854,20.1431,6226,98.73
1743190899.982,20.1472,6226,90.91
1743190900.110,20.1475,6226,77.22
1743190900.223,20.1450,6226,98.73
1743190900.366,20.1428,6226,77.22
1743190900.494,20.1492,6226,98.73
1743190900.622,20.1415,6226,94.82
1743190900.765,20.1417,6226,79.18
1743190900.893,20.1380,6226,90.91
1743190901.014,20.1483,6226,75.27
1743190901.143,20.1382,6226,73.31
1743190901.277,20.1344,6226,73.31
1743190901.406,20.1337,6226,96.77
1743190901.533,20.1383,6226,90.91
1743190901.661,20.1344,6226,73.31
1743190901.789,20.1476,6226,98.73
1743190901.925,20.1329,6226,90.91
1743190902.061,20.1500,6226,81.13
1743190902.189,20.1414,6226,75.27
1743190902.317,20.1376,6226,79.18
1743190902.445,20.1371,6226,87.00
1743190902.573,20.1452,6226,73.31
1743190902.696,20.1388,6226,96.77
1743190902.828,20.1486,6226,77.22
1743190902.957,20.1372,6226,98.73
1743190903.101,20.1374,6226,79.18
1743190903.229,20.1429,6226,75.27
1743190903.356,20.1396,6226,75.27
1743190903.485,20.1371,6226,75.27
1743190903.612,20.1361,6226,92.86
1743190903.740,20.1438,6226,75.27
1743190903.869,20.1357,6226,98.73
1743190903.996,20.1403,6226,79.18
1743190904.124,20.1301,6226,77.22
1743190904.266,20.1396,6226,92.86
1743190904.396,20.1329,6226,96.77
1743190904.525,20.1360,6226,98.73
1743190904.652,20.1343,6226,73.31
1743190904.780,20.1305,6226,77.22
1743190904.908,20.1356,6226,73.31
1743190905.036,20.1412,6226,94.82
1743190905.151,20.1377,6226,77.22
1743190905.292,20.1234,6226,85.04
1743190905.436,20.1439,6226,79.18
1743190905.564,20.1303,6226,77.22
1743190905.692,20.1390,6226,73.31
1743190905.819,20.1265,6226,79.18
1743190905.948,20.1271,6226,75.27
1743190906.075,20.1234,6226,77.22
1743190906.203,20.1301,6226,94.82
1743190906.332,20.1350,6226,77.22
1743190906.459,20.1313,6226,79.18
1743190906.603,20.1328,6226,96.77
1743190906.732,20.1311,6226,81.13
1743190906.860,20.1376,6226,81.13
1743190906.988,20.1315,6226,87.00
1743190907.115,20.1238,6226,87.00
1743190907.243,20.1299,6226,75.27
1743190907.371,20.1355,6226,79.18
